cluster_index,timestamp,altitude,frame_id,x,y,z,velocity,snr,noise
0,1751624106.4373124,1.5,1,0.014158771373331547,0.07683208584785461,0.0023597951512783766,0.0,13.5,72.0
0,1751624106.4373124,1.5,1,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.5,72.0
0,1751624106.4373124,1.5,1,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,14.90000057220459,48.5
0,1751624106.4373124,1.5,1,-0.06017477437853813,0.0983547568321228,-0.021238155663013458,-3.2388014793395996,15.800000190734863,61.400001525878906
0,1751624106.4373124,1.5,1,0.021238155663013458,0.11524813622236252,-0.0035396928433328867,-3.2388014793395996,15.800000190734863,61.400001525878906
0,1751624106.4373124,1.5,1,-1.36514151096344,3.1557040214538574,0.525054395198822,-3.2388014793395996,7.800000190734863,52.29999923706055
0,1751624106.4373124,1.5,1,1.050108790397644,3.3008768558502197,0.3150326609611511,-3.2388014793395996,7.800000190734863,52.29999923706055
0,1751624106.6321247,1.5,2,0.014158771373331547,0.07683208584785461,0.0023597951512783766,0.0,13.600000381469727,71.9000015258789
0,1751624106.6321247,1.5,2,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.600000381469727,71.9000015258789
0,1751624106.6321247,1.5,2,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,14.300000190734863,48.79999923706055
0,1751624106.6321247,1.5,2,-0.06017477437853813,0.0983547568321228,-0.021238155663013458,-3.2388014793395996,15.5,61.60000228881836
0,1751624106.6321247,1.5,2,0.021238155663013458,0.1150849461555481,-0.007079385686665773,-3.2388014793395996,15.5,61.60000228881836
0,1751624106.6321247,1.5,2,-1.2601306438446045,3.214560031890869,0.4200435280799866,-3.2388014793395996,8.100000381469727,52.10000228881836
0,1751624106.7400258,1.5,3,0.014158771373331547,0.07683208584785461,0.0023597951512783766,0.0,13.800000190734863,71.5999984741211
0,1751624106.7400258,1.5,3,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.800000190734863,71.5999984741211
0,1751624106.7400258,1.5,3,-0.10737068206071854,2.7480921745300293,-2.254784345626831,0.0,8.300000190734863,60.5
0,1751624106.7400258,1.5,3,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,14.100000381469727,49.29999923706055
0,1751624106.7400258,1.5,3,-0.06017477437853813,0.0983547568321228,-0.021238155663013458,-3.2388014793395996,15.90000057220459,61.0
0,1751624106.7400258,1.5,3,0.0247778482735157,0.11437509208917618,-0.007079385686665773,-3.2388014793395996,15.90000057220459,61.0
0,1751624106.7400258,1.5,3,-1.36514151096344,3.1557040214538574,0.525054395198822,-3.2388014793395996,8.699999809265137,51.5
0,1751624106.9337401,1.5,4,0.014158771373331547,0.07686831802129745,0.0,0.0,13.40000057220459,71.9000015258789
0,1751624106.9337401,1.5,4,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.40000057220459,71.9000015258789
0,1751624106.9337401,1.5,4,0.0,2.7501888275146484,-2.254784345626831,0.0,9.699999809265137,60.0
0,1751624106.9337401,1.5,4,-0.3221120536327362,2.731260299682617,2.254784345626831,0.0,9.699999809265137,60.0
0,1751624106.9337401,1.5,4,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,13.5,49.60000228881836
0,1751624106.9337401,1.5,4,-0.06017477437853813,0.0983547568321228,-0.021238155663013458,-3.2388014793395996,15.100000381469727,61.10000228881836
0,1751624106.9337401,1.5,4,0.0247778482735157,0.11453929543495178,-0.0035396928433328867,-3.2388014793395996,15.100000381469727,61.10000228881836
0,1751624106.9337401,1.5,4,-1.5751632452011108,3.07248854637146,0.4200435280799866,-3.2388014793395996,8.90000057220459,51.60000228881836
0,1751624106.9337401,1.5,4,0.9450979828834534,3.3208606243133545,0.4200435280799866,-3.2388014793395996,8.90000057220459,51.60000228881836
0,1751624107.1279397,1.5,5,0.014158771373331547,0.07686831802129745,0.0,0.0,13.40000057220459,71.70000457763672
0,1751624107.1279397,1.5,5,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.40000057220459,71.70000457763672
0,1751624107.1279397,1.5,5,-0.10737068206071854,2.8327860832214355,-2.147413730621338,0.0,9.600000381469727,60.29999923706055
0,1751624107.1279397,1.5,5,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,14.100000381469727,49.400001525878906
0,1751624107.1279397,1.5,5,0.014158771373331547,0.07686831802129745,0.0,-3.2388014793395996,11.600000381469727,63.400001525878906
0,1751624107.1279397,1.5,5,-0.037756722420454025,0.06741233915090561,-0.011798975057899952,-3.2388014793395996,11.600000381469727,63.400001525878906
0,1751624107.1279397,1.5,5,-1.6801741123199463,3.016345739364624,0.4200435280799866,-3.2388014793395996,9.100000381469727,51.60000228881836
0,1751624107.1279397,1.5,5,0.9450979828834534,3.3058841228485107,0.525054395198822,-3.2388014793395996,9.100000381469727,51.60000228881836
0,1751624107.2366428,1.5,6,0.014158771373331547,0.07686831802129745,0.0,0.0,13.0,72.0
0,1751624107.2366428,1.5,6,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.0,72.0
0,1751624107.2366428,1.5,6,-0.10737068206071854,2.7480921745300293,-2.254784345626831,0.0,9.600000381469727,60.20000076293945
0,1751624107.2366428,1.5,6,-0.3221120536327362,2.731260299682617,2.254784345626831,0.0,9.600000381469727,60.20000076293945
0,1751624107.2366428,1.5,6,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,14.0,49.20000076293945
0,1751624107.2366428,1.5,6,0.014158771373331547,0.11633022874593735,0.0035396928433328867,-3.2388014793395996,12.40000057220459,61.79999923706055
0,1751624107.2366428,1.5,6,-0.06725416332483292,0.0943894237279892,-0.017698463052511215,-3.2388014793395996,12.40000057220459,61.79999923706055
0,1751624107.2366428,1.5,6,-2.1238157749176025,2.7713053226470947,0.42476314306259155,-3.2388014793395996,9.90000057220459,51.0
0,1751624107.2366428,1.5,6,0.21238157153129578,3.2714264392852783,1.2742894887924194,-3.2388014793395996,9.90000057220459,51.0
0,1751624107.4307656,1.5,7,0.014158771373331547,0.07686831802129745,0.0,0.0,13.100000381469727,72.0
0,1751624107.4307656,1.5,7,-0.023597950115799904,0.057661887258291245,0.04719590023159981,0.0,13.100000381469727,72.0
0,1751624107.4307656,1.5,7,-0.3221120536327362,2.731260299682617,2.254784345626831,0.0,9.600000381469727,60.0
0,1751624107.4307656,1.5,7,-0.10737068206071854,2.7480921745300293,-2.254784345626831,0.0,9.600000381469727,60.0
0,1751624107.4307656,1.5,7,4.259430408477783,5.7377753257751465,2.017624855041504,0.0,13.300000190734863,50.10000228881836
0,1751624107.4307656,1.5,7,0.011798975057899952,0.07722968608140945,0.0023597951512783766,-3.2388014793395996,11.800000190734863,62.5
0,1751624107.4307656,1.5,7,-0.037756722420454025,0.06741233915090561,-0.011798975057899952,-3.2388014793395996,11.800000190734863,62.5
0,1751624107.4307656,1.5,7,-2.1238157749176025,2.7713053226470947,0.42476314306259155,-3.2388014793395996,10.300000190734863,50.5
0,1751624107.4307656,1.5,7,0.31857237219810486,3.337965488433838,1.0619078874588013,-3.2388014793395996,10.300000190734863,50.5
