timestamp,altitude,frame_id,x,y,z,velocity,snr,noise
1751621549.3395956,1.5,1,0.36340847611427307,0.7577151656150818,0.18170423805713654,0.0,6.900000095367432,63.79999923706055
1751621549.3395956,1.5,1,-0.207661971449852,0.7739916443824768,0.3114929795265198,0.0,6.900000095367432,63.79999923706055
1751621549.3395956,1.5,1,0.21238155663013458,1.3803659677505493,0.16990524530410767,-0.8097003698348999,13.800000190734863,50.5
1751621549.534314,1.5,2,-0.23361971974372864,0.7554887533187866,0.33745071291923523,0.0,7.200000286102295,64.30000305175781
1751621549.534314,1.5,2,0.36340847611427307,0.7433508634567261,0.23361971974372864,0.0,7.200000286102295,64.30000305175781
1751621549.534314,1.5,2,0.23361971974372864,1.1938220262527466,-0.4283028244972229,0.0,6.900000095367432,59.900001525878906
1751621549.534314,1.5,2,1.0760666131973267,1.7756565809249878,0.8070499300956726,0.0,7.900000095367432,57.20000076293945
1751621549.534314,1.5,2,0.2548578679561615,1.3829776048660278,0.042476311326026917,-0.40485018491744995,10.100000381469727,55.79999923706055
1751621549.534314,1.5,2,0.12742893397808075,1.1453454494476318,-0.8070499300956726,-0.40485018491744995,10.100000381469727,55.79999923706055
1751621549.534314,1.5,2,-0.6371446847915649,1.2536451816558838,-0.042476311326026917,-0.40485018491744995,10.100000381469727,55.79999923706055
1751621549.534314,1.5,2,0.8495262265205383,2.5144760608673096,-0.9344788789749146,-0.40485018491744995,14.5,53.0
1751621549.534314,1.5,2,0.9344788789749146,2.5144760608673096,0.8495262265205383,-0.40485018491744995,14.5,53.0
1751621549.7330418,1.5,3,0.3893662095069885,0.7300891876220703,0.23361971974372864,0.0,7.599999904632568,63.70000076293945
1751621549.7330418,1.5,3,-0.207661971449852,0.7510161399841309,0.36340847611427307,0.0,7.599999904632568,63.70000076293945
1751621549.7330418,1.5,3,1.2105748653411865,1.6529688835144043,0.8743041157722473,0.0,8.40000057220459,56.79999923706055
1751621549.7330418,1.5,3,-0.13922791182994843,2.300502061843872,0.06961395591497421,0.0,6.800000190734863,58.0
1751621549.7330418,1.5,3,0.2973341643810272,1.3725011348724365,0.08495262265205383,-1.214550495147705,13.800000190734863,50.79999923706055
1751621549.8411283,1.5,4,1.2105748653411865,1.6868267059326172,0.8070499300956726,0.0,7.700000286102295,56.900001525878906
1751621549.8411283,1.5,4,1.1728181838989258,2.224438428878784,-1.1728181838989258,-0.8097003698348999,17.200000762939453,51.5
1751621549.8411283,1.5,4,1.4241364002227783,2.2851309776306152,0.6701818108558655,-0.8097003698348999,17.200000762939453,51.5
1751621549.8411283,1.5,4,0.2973341643810272,1.3725011348724365,0.08495262265205383,-0.40485018491744995,11.699999809265137,55.70000076293945
